Model,MSO58
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,MATH1
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09
Record Length,6250,,Record Length,6250,,Record Length,6250,,Record Length,6250
Zero Index,1262.00000000,,Zero Index,1262.00000000,,Zero Index,1262.00000000,,Zero Index,1262.00000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,A,,Vertical Units,J
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-1.000000,,yPosition,-1.800000,,yPosition,-1.820000,,,

TIME,CH1,CH2,CH3,,TIME,MATH1
-1.02880000e-06,-1.01531250e+01,1.17617188e+03,-7.96875000e-01,,-1.02880000e-06,-1.34654040e-03
-1.02720000e-06,-1.01781250e+01,1.17890625e+03,-1.04687500e+00,,-1.02720000e-06,-1.34827755e-03
-1.02560000e-06,-1.01671875e+01,1.17898438e+03,-5.78125000e-01,,-1.02560000e-06,-1.34981016e-03
-1.02400000e-06,-1.00781250e+01,1.17867188e+03,-1.32812500e+00,,-1.02400000e-06,-1.35160773e-03
-1.02240000e-06,-1.01609375e+01,1.17492188e+03,-1.40625000e+00,,-1.02240000e-06,-1.35418191e-03
-1.02080000e-06,-1.01984375e+01,1.17851562e+03,-1.59375000e+00,,-1.02080000e-06,-1.35700626e-03
-1.01920000e-06,-1.01140625e+01,1.17687500e+03,-1.14062500e+00,,-1.01920000e-06,-1.35958276e-03
-1.01760000e-06,-1.01437500e+01,1.17867188e+03,-9.37500000e-01,,-1.01760000e-06,-1.36154064e-03
-1.01600000e-06,-1.01250000e+01,1.17632812e+03,-1.20312500e+00,,-1.01600000e-06,-1.36355683e-03
-1.01440000e-06,-1.00859375e+01,1.17375000e+03,-1.37500000e+00,,-1.01440000e-06,-1.36598013e-03
-1.01280000e-06,-1.01406250e+01,1.17625000e+03,-1.31250000e+00,,-1.01280000e-06,-1.36850635e-03
-1.01120000e-06,-1.01265625e+01,1.17718750e+03,-1.84375000e+00,,-1.01120000e-06,-1.37147773e-03
-1.00960000e-06,-1.01765625e+01,1.17851562e+03,-2.48437500e+00,,-1.00960000e-06,-1.37555634e-03
-1.00800000e-06,-1.01734375e+01,1.17921875e+03,-1.12500000e+00,,-1.00800000e-06,-1.37895998e-03
-1.00640000e-06,-1.00984375e+01,1.17757812e+03,-2.00000000e+00,,-1.00640000e-06,-1.38190540e-03
-1.00480000e-06,-1.02171875e+01,1.18195312e+03,-1.45312500e+00,,-1.00480000e-06,-1.38516352e-03
-1.00320000e-06,-1.01765625e+01,1.17656250e+03,-7.81250000e-01,,-1.00320000e-06,-1.38727285e-03
-1.00160000e-06,-1.01890625e+01,1.17710938e+03,-1.59375000e+00,,-1.00160000e-06,-1.38950907e-03
-1.00000000e-06,-1.01593750e+01,1.18031250e+03,-1.01562500e+00,,-1.00000000e-06,-1.39196892e-03
-9.98400000e-07,-1.01093750e+01,1.17437500e+03,-1.56250000e+00,,-9.98400000e-07,-1.39439595e-03
-9.96800000e-07,-1.01437500e+01,1.18015625e+03,-1.71875000e+00,,-9.96800000e-07,-1.39748666e-03
-9.95200000e-07,-1.01859375e+01,1.18085938e+03,-1.93750000e+00,,-9.95200000e-07,-1.40093965e-03
-9.93600000e-07,-1.00984375e+01,1.17875000e+03,-1.50000000e+00,,-9.93600000e-07,-1.40418450e-03
-9.92000000e-07,-1.01734375e+01,1.17398438e+03,-1.00000000e+00,,-9.92000000e-07,-1.40653818e-03
-9.90400000e-07,-1.01109375e+01,1.17687500e+03,-2.23437500e+00,,-9.90400000e-07,-1.40958105e-03
-9.88800000e-07,-1.01562500e+01,1.17968750e+03,-1.48437500e+00,,-9.88800000e-07,-1.41308561e-03
-9.87200000e-07,-1.01031250e+01,1.17515625e+03,-9.37500000e-01,,-9.87200000e-07,-1.41536782e-03
-9.85600000e-07,-1.01796875e+01,1.18296875e+03,-1.92187500e+00,,-9.85600000e-07,-1.41806796e-03
-9.84000000e-07,-1.02015625e+01,1.17664062e+03,-1.03125000e+00,,-9.84000000e-07,-1.42085750e-03
-9.82400000e-07,-1.01484375e+01,1.17757812e+03,-1.31250000e+00,,-9.82400000e-07,-1.42306474e-03
-9.80800000e-07,-1.01140625e+01,1.17335938e+03,-1.75000000e+00,,-9.80800000e-07,-1.42594392e-03
-9.79200000e-07,-1.00796875e+01,1.17882812e+03,-1.34375000e+00,,-9.79200000e-07,-1.42885384e-03
-9.77600000e-07,-1.01687500e+01,1.17921875e+03,-1.28125000e+00,,-9.77600000e-07,-1.43132976e-03
-9.76000000e-07,-1.01359375e+01,1.17796875e+03,-1.48437500e+00,,-9.76000000e-07,-1.43393734e-03
-9.74400000e-07,-1.01625000e+01,1.18007812e+03,-9.21875000e-01,,-9.74400000e-07,-1.43620651e-03
-9.72800000e-07,-1.00703125e+01,1.17984375e+03,-1.40625000e+00,,-9.72800000e-07,-1.43840420e-03
-9.71200000e-07,-1.01421875e+01,1.17757812e+03,-1.50000000e+00,,-9.71200000e-07,-1.44114462e-03
-9.69600000e-07,-1.01484375e+01,1.17976562e+03,-1.95312500e+00,,-9.69600000e-07,-1.44440110e-03
-9.68000000e-07,-1.00656250e+01,1.18054688e+03,-2.21875000e+00,,-9.68000000e-07,-1.44834002e-03
-9.66400000e-07,-1.01125000e+01,1.17820312e+03,-1.42187500e+00,,-9.66400000e-07,-1.45177566e-03
-9.64800000e-07,-1.00843750e+01,1.17750000e+03,-1.42187500e+00,,-9.64800000e-07,-1.45445531e-03
-9.63200000e-07,-1.01109375e+01,1.17937500e+03,-2.39062500e+00,,-9.63200000e-07,-1.45805022e-03
-9.61600000e-07,-1.01578125e+01,1.17640625e+03,-1.15625000e+00,,-9.61600000e-07,-1.46139390e-03
-9.60000000e-07,-1.01468750e+01,1.17679688e+03,-1.45312500e+00,,-9.60000000e-07,-1.46385015e-03
-9.58400000e-07,-1.00734375e+01,1.17906250e+03,-1.17187500e+00,,-9.58400000e-07,-1.46632351e-03
-9.56800000e-07,-1.01593750e+01,1.17593750e+03,-1.04687500e+00,,-9.56800000e-07,-1.46841374e-03
-9.55200000e-07,-1.01250000e+01,1.17632812e+03,-1.12500000e+00,,-9.55200000e-07,-1.47045730e-03
-9.53600000e-07,-1.01312500e+01,1.17992188e+03,-5.31250000e-01,,-9.53600000e-07,-1.47201749e-03
-9.52000000e-07,-1.00750000e+01,1.17453125e+03,-1.21875000e+00,,-9.52000000e-07,-1.47366407e-03
-9.50400000e-07,-1.01109375e+01,1.17351562e+03,-1.48437500e+00,,-9.50400000e-07,-1.47620274e-03
-9.48800000e-07,-1.01812500e+01,1.17828125e+03,-1.06250000e+00,,-9.48800000e-07,-1.47859787e-03
-9.47200000e-07,-1.00546875e+01,1.17710938e+03,-1.04687500e+00,,-9.47200000e-07,-1.48058520e-03
-9.45600000e-07,-1.00984375e+01,1.17859375e+03,-1.07812500e+00,,-9.45600000e-07,-1.48258754e-03
-9.44000000e-07,-1.01500000e+01,1.17937500e+03,-1.40625000e+00,,-9.44000000e-07,-1.48493086e-03
-9.42400000e-07,-1.01593750e+01,1.17781250e+03,-5.93750000e-01,,-9.42400000e-07,-1.48681714e-03
-9.40800000e-07,-1.01265625e+01,1.17773438e+03,-1.89062500e+00,,-9.40800000e-07,-1.48915790e-03
-9.39200000e-07,-1.01265625e+01,1.18140625e+03,-2.15625000e+00,,-9.39200000e-07,-1.49297714e-03
-9.37600000e-07,-1.01265625e+01,1.17625000e+03,-1.45312500e+00,,-9.37600000e-07,-1.49638241e-03
-9.36000000e-07,-1.00828125e+01,1.17656250e+03,-1.29687500e+00,,-9.36000000e-07,-1.49897044e-03
-9.34400000e-07,-1.01421875e+01,1.17945312e+03,-1.95312500e+00,,-9.34400000e-07,-1.50203402e-03
-9.32800000e-07,-1.01828125e+01,1.18054688e+03,-1.65625000e+00,,-9.32800000e-07,-1.50544115e-03
-9.31200000e-07,-1.01453125e+01,1.18265625e+03,-1.78125000e+00,,-9.31200000e-07,-1.50869065e-03
-9.29600000e-07,-1.00906250e+01,1.17765625e+03,-1.82812500e+00,,-9.29600000e-07,-1.51209824e-03
-9.28000000e-07,-1.00968750e+01,1.18257812e+03,-1.92187500e+00,,-9.28000000e-07,-1.51563878e-03
-9.26400000e-07,-1.01265625e+01,1.17992188e+03,-1.92187500e+00,,-9.26400000e-07,-1.51927117e-03
-9.24800000e-07,-1.00546875e+01,1.17890625e+03,-1.00000000e+00,,-9.24800000e-07,-1.52202847e-03
-9.23200000e-07,-1.00953125e+01,1.18023438e+03,-1.42187500e+00,,-9.23200000e-07,-1.52431417e-03
-9.21600000e-07,-1.00031250e+01,1.18078125e+03,-1.39062500e+00,,-9.21600000e-07,-1.52697030e-03
-9.20000000e-07,-1.01000000e+01,1.18187500e+03,-1.35937500e+00,,-9.20000000e-07,-1.52956916e-03
-9.18400000e-07,-1.01468750e+01,1.17867188e+03,-1.78125000e+00,,-9.18400000e-07,-1.53253402e-03
-9.16800000e-07,-1.00578125e+01,1.18164062e+03,-2.70312500e+00,,-9.16800000e-07,-1.53676898e-03
-9.15200000e-07,-1.01250000e+01,1.17765625e+03,-1.01562500e+00,,-9.15200000e-07,-1.54028111e-03
-9.13600000e-07,-1.01843750e+01,1.17585938e+03,-1.92187500e+00,,-9.13600000e-07,-1.54304586e-03
-9.12000000e-07,-1.01562500e+01,1.17648438e+03,-1.53125000e+00,,-9.12000000e-07,-1.54629489e-03
-9.10400000e-07,-1.01562500e+01,1.17812500e+03,-1.28125000e+00,,-9.10400000e-07,-1.54894369e-03
-9.08800000e-07,-1.01546875e+01,1.18070312e+03,-1.87500000e+00,,-9.08800000e-07,-1.55192229e-03
-9.07200000e-07,-1.01156250e+01,1.17921875e+03,-1.93750000e+00,,-9.07200000e-07,-1.55552116e-03
-9.05600000e-07,-1.01734375e+01,1.17296875e+03,-7.18750000e-01,,-9.05600000e-07,-1.55802339e-03
-9.04000000e-07,-1.01421875e+01,1.17656250e+03,-1.20312500e+00,,-9.04000000e-07,-1.55983027e-03
-9.02400000e-07,-1.00984375e+01,1.17859375e+03,-1.21875000e+00,,-9.02400000e-07,-1.56211189e-03
-9.00800000e-07,-1.01015625e+01,1.17820312e+03,-1.28125000e+00,,-9.00800000e-07,-1.56446872e-03
-8.99200000e-07,-1.00890625e+01,1.17359375e+03,-1.12500000e+00,,-8.99200000e-07,-1.56673265e-03
-8.97600000e-07,-1.00546875e+01,1.18179688e+03,-1.51562500e+00,,-8.97600000e-07,-1.56922184e-03
-8.96000000e-07,-1.01078125e+01,1.17898438e+03,-8.12500000e-01,,-8.96000000e-07,-1.57142116e-03
-8.94400000e-07,-1.01578125e+01,1.17460938e+03,-1.56250000e-01,,-8.94400000e-07,-1.57233432e-03
-8.92800000e-07,-1.02109375e+01,1.17867188e+03,-1.14062500e+00,,-8.92800000e-07,-1.57355668e-03
-8.91200000e-07,-1.01187500e+01,1.18195312e+03,-1.81250000e+00,,-8.91200000e-07,-1.57634611e-03
-8.89600000e-07,-1.01093750e+01,1.17539062e+03,-9.21875000e-01,,-8.89600000e-07,-1.57892681e-03
-8.88000000e-07,-1.01812500e+01,1.18500000e+03,-1.50000000e+00,,-8.88000000e-07,-1.58121565e-03
-8.86400000e-07,-1.01765625e+01,1.17820312e+03,-2.46875000e+00,,-8.86400000e-07,-1.58496457e-03
-8.84800000e-07,-1.01515625e+01,1.17820312e+03,-9.06250000e-01,,-8.84800000e-07,-1.58814574e-03
-8.83200000e-07,-1.02000000e+01,1.17906250e+03,-1.92187500e+00,,-8.83200000e-07,-1.59081270e-03
-8.81600000e-07,-1.01296875e+01,1.17875000e+03,-1.54687500e+00,,-8.81600000e-07,-1.59408420e-03
-8.80000000e-07,-1.01468750e+01,1.17226562e+03,-2.07812500e+00,,-8.80000000e-07,-1.59749179e-03
-8.78400000e-07,-1.01765625e+01,1.17546875e+03,-1.57812500e+00,,-8.78400000e-07,-1.60092476e-03
-8.76800000e-07,-1.01265625e+01,1.17648438e+03,-6.25000000e-01,,-8.76800000e-07,-1.60299707e-03
-8.75200000e-07,-1.01203125e+01,1.17531250e+03,-1.76562500e+00,,-8.75200000e-07,-1.60524540e-03
-8.73600000e-07,-1.01843750e+01,1.17585938e+03,-1.64062500e+00,,-8.73600000e-07,-1.60844880e-03
-8.72000000e-07,-1.01078125e+01,1.17531250e+03,-1.26562500e+00,,-8.72000000e-07,-1.61118212e-03
-8.70400000e-07,-1.01000000e+01,1.17687500e+03,-1.01562500e+00,,-8.70400000e-07,-1.61332835e-03
-8.68800000e-07,-1.01218750e+01,1.17328125e+03,-7.03125000e-01,,-8.68800000e-07,-1.61494454e-03
-8.67200000e-07,-1.00421875e+01,1.17695312e+03,-1.62500000e+00,,-8.67200000e-07,-1.61713455e-03
-8.65600000e-07,-1.00828125e+01,1.17476562e+03,-7.50000000e-01,,-8.65600000e-07,-1.61936949e-03
-8.64000000e-07,-1.00781250e+01,1.17640625e+03,-1.25000000e-01,,-8.64000000e-07,-1.62019196e-03
-8.62400000e-07,-1.01109375e+01,1.17523438e+03,-5.00000000e-01,,-8.62400000e-07,-1.62077975e-03
-8.60800000e-07,-1.00734375e+01,1.17953125e+03,-1.53125000e+00,,-8.60800000e-07,-1.62269478e-03
-8.59200000e-07,-1.00765625e+01,1.17757812e+03,-8.43750000e-01,,-8.59200000e-07,-1.62493461e-03
-8.57600000e-07,-1.01828125e+01,1.17968750e+03,-7.34375000e-01,,-8.57600000e-07,-1.62642251e-03
-8.56000000e-07,-1.02000000e+01,1.17812500e+03,-6.25000000e-01,,-8.56000000e-07,-1.62770459e-03
-8.54400000e-07,-1.01046875e+01,1.17968750e+03,-5.00000000e-01,,-8.54400000e-07,-1.62876549e-03
-8.52800000e-07,-1.01687500e+01,1.17843750e+03,-1.73437500e+00,,-8.52800000e-07,-1.63087249e-03
-8.51200000e-07,-1.01000000e+01,1.18109375e+03,-1.00000000e+00,,-8.51200000e-07,-1.63345248e-03
-8.49600000e-07,-1.00765625e+01,1.18039062e+03,-1.12500000e+00,,-8.49600000e-07,-1.63545972e-03
-8.48000000e-07,-1.00890625e+01,1.17773438e+03,-1.60937500e+00,,-8.48000000e-07,-1.63803843e-03
-8.46400000e-07,-1.01953125e+01,1.17960938e+03,-9.68750000e-01,,-8.46400000e-07,-1.64046895e-03
-8.44800000e-07,-1.01578125e+01,1.17750000e+03,-1.43750000e+00,,-8.44800000e-07,-1.64273730e-03
-8.43200000e-07,-1.01343750e+01,1.17773438e+03,-1.46875000e+00,,-8.43200000e-07,-1.64547528e-03
-8.41600000e-07,-1.01390625e+01,1.17757812e+03,-9.84375000e-01,,-8.41600000e-07,-1.64778647e-03
-8.40000000e-07,-1.01031250e+01,1.17820312e+03,-1.78125000e+00,,-8.40000000e-07,-1.65039278e-03
-8.38400000e-07,-1.01234375e+01,1.17492188e+03,-9.84375000e-01,,-8.38400000e-07,-1.65299699e-03
-8.36800000e-07,-1.01453125e+01,1.18156250e+03,-1.62500000e+00,,-8.36800000e-07,-1.65545824e-03
-8.35200000e-07,-1.01671875e+01,1.17585938e+03,-1.10937500e+00,,-8.35200000e-07,-1.65803789e-03
-8.33600000e-07,-1.01421875e+01,1.17921875e+03,-8.75000000e-01,,-8.33600000e-07,-1.65990693e-03
-8.32000000e-07,-1.01765625e+01,1.17718750e+03,-1.43750000e+00,,-8.32000000e-07,-1.66208611e-03
-8.30400000e-07,-1.02312500e+01,1.18101562e+03,-5.15625000e-01,,-8.30400000e-07,-1.66392711e-03
-8.28800000e-07,-1.02031250e+01,1.17570312e+03,-1.45312500e+00,,-8.28800000e-07,-1.66578102e-03
-8.27200000e-07,-1.01765625e+01,1.17726562e+03,-9.84375000e-01,,-8.27200000e-07,-1.66807487e-03
-8.25600000e-07,-1.01875000e+01,1.17726562e+03,-7.18750000e-01,,-8.25600000e-07,-1.66967884e-03
-8.24000000e-07,-1.01171875e+01,1.17929688e+03,-6.40625000e-01,,-8.24000000e-07,-1.67096010e-03
-8.22400000e-07,-1.01500000e+01,1.17375000e+03,-1.09375000e+00,,-8.22400000e-07,-1.67259155e-03
-8.20800000e-07,-1.00906250e+01,1.17718750e+03,-1.06250000e+00,,-8.20800000e-07,-1.67461915e-03
-8.19200000e-07,-1.02000000e+01,1.17976562e+03,-1.48437500e+00,,-8.19200000e-07,-1.67702069e-03
-8.17600000e-07,-1.01812500e+01,1.17281250e+03,-1.56250000e+00,,-8.17600000e-07,-1.67988765e-03
-8.16000000e-07,-1.01765625e+01,1.17773438e+03,-1.15625000e+00,,-8.16000000e-07,-1.68244308e-03
-8.14400000e-07,-1.00390625e+01,1.17929688e+03,-1.40625000e+00,,-8.14400000e-07,-1.68485916e-03
-8.12800000e-07,-1.01281250e+01,1.17562500e+03,-2.26562500e+00,,-8.12800000e-07,-1.68831670e-03
-8.11200000e-07,-1.01390625e+01,1.17671875e+03,-1.70312500e+00,,-8.11200000e-07,-1.69205084e-03
-8.09600000e-07,-1.01546875e+01,1.17617188e+03,-1.07812500e+00,,-8.09600000e-07,-1.69466855e-03
-8.08000000e-07,-1.01843750e+01,1.17656250e+03,-1.17187500e+00,,-8.08000000e-07,-1.69678603e-03
-8.06400000e-07,-1.00750000e+01,1.17984375e+03,-1.81250000e+00,,-8.06400000e-07,-1.69959979e-03
-8.04800000e-07,-1.01500000e+01,1.17750000e+03,-1.57812500e+00,,-8.04800000e-07,-1.70279713e-03
-8.03200000e-07,-1.02343750e+01,1.17710938e+03,-1.95312500e+00,,-8.03200000e-07,-1.70612300e-03
-8.01600000e-07,-1.01531250e+01,1.18148438e+03,-1.43750000e+00,,-8.01600000e-07,-1.70932093e-03
-8.00000000e-07,-1.00828125e+01,1.18054688e+03,-1.20312500e+00,,-8.00000000e-07,-1.71181594e-03
-7.98400000e-07,-1.01109375e+01,1.17968750e+03,-2.06250000e+00,,-7.98400000e-07,-1.71489874e-03
-7.96800000e-07,-1.01703125e+01,1.17585938e+03,-2.06250000e+00,,-7.96800000e-07,-1.71878538e-03
-7.95200000e-07,-1.02015625e+01,1.17554688e+03,-2.70312500e+00,,-7.95200000e-07,-1.72326772e-03
-7.93600000e-07,-1.01843750e+01,1.18140625e+03,-2.57812500e+00,,-7.93600000e-07,-1.72824645e-03
-7.92000000e-07,-1.01421875e+01,1.17687500e+03,-2.15625000e+00,,-7.92000000e-07,-1.73271319e-03
-7.90400000e-07,-1.00421875e+01,1.18296875e+03,-1.59375000e+00,,-7.90400000e-07,-1.73625164e-03
-7.88800000e-07,-1.00578125e+01,1.17734375e+03,-2.39062500e+00,,-7.88800000e-07,-1.74001162e-03
-7.87200000e-07,-1.01437500e+01,1.17593750e+03,-1.84375000e+00,,-7.87200000e-07,-1.74399780e-03
-7.85600000e-07,-1.02453125e+01,1.17750000e+03,-2.60937500e+00,,-7.85600000e-07,-1.74819038e-03
-7.84000000e-07,-1.01375000e+01,1.17523438e+03,-1.62500000e+00,,-7.84000000e-07,-1.75217621e-03
-7.82400000e-07,-1.01078125e+01,1.17507812e+03,-1.53125000e+00,,-7.82400000e-07,-1.75514352e-03
-7.80800000e-07,-1.01640625e+01,1.18007812e+03,-1.76562500e+00,,-7.80800000e-07,-1.75824983e-03
-7.79200000e-07,-1.00500000e+01,1.17625000e+03,-6.56250000e-01,,-7.79200000e-07,-1.76053424e-03
-7.77600000e-07,-1.01031250e+01,1.17382812e+03,-8.43750000e-01,,-7.77600000e-07,-1.76194415e-03
-7.76000000e-07,-1.00828125e+01,1.17703125e+03,-1.65625000e+00,,-7.76000000e-07,-1.76429609e-03
-7.74400000e-07,-1.01671875e+01,1.17921875e+03,-1.23437500e+00,,-7.74400000e-07,-1.76702009e-03
-7.72800000e-07,-1.00203125e+01,1.17351562e+03,-1.93750000e+00,,-7.72800000e-07,-1.77000347e-03
-7.71200000e-07,-1.01656250e+01,1.17562500e+03,-1.21875000e+00,,-7.71200000e-07,-1.77296868e-03
-7.69600000e-07,-1.01406250e+01,1.18007812e+03,-3.43750000e-01,,-7.69600000e-07,-1.77443947e-03
-7.68000000e-07,-1.01421875e+01,1.17812500e+03,-6.25000000e-01,,-7.68000000e-07,-1.77535310e-03
-7.66400000e-07,-1.01437500e+01,1.17750000e+03,-1.60937500e+00,,-7.66400000e-07,-1.77745824e-03
-7.64800000e-07,-1.01578125e+01,1.17617188e+03,-8.90625000e-01,,-7.64800000e-07,-1.77981227e-03
-7.63200000e-07,-1.01234375e+01,1.17867188e+03,-6.71875000e-01,,-7.63200000e-07,-1.78128388e-03
-7.61600000e-07,-1.01968750e+01,1.17734375e+03,-8.43750000e-01,,-7.61600000e-07,-1.78271218e-03
-7.60000000e-07,-1.01781250e+01,1.17632812e+03,-1.28125000e+00,,-7.60000000e-07,-1.78471266e-03
-7.58400000e-07,-1.00281250e+01,1.17171875e+03,-2.01562500e+00,,-7.58400000e-07,-1.78780779e-03
-7.56800000e-07,-1.01359375e+01,1.17437500e+03,-1.71875000e-01,,-7.56800000e-07,-1.78985868e-03
-7.55200000e-07,-1.01671875e+01,1.17593750e+03,-1.39062500e+00,,-7.55200000e-07,-1.79132842e-03
-7.53600000e-07,-1.01468750e+01,1.17460938e+03,-1.12500000e+00,,-7.53600000e-07,-1.79369375e-03
-7.52000000e-07,-1.01828125e+01,1.17437500e+03,-1.81250000e+00,,-7.52000000e-07,-1.79645373e-03
-7.50400000e-07,-1.01203125e+01,1.17398438e+03,-8.90625000e-01,,-7.50400000e-07,-1.79899298e-03
-7.48800000e-07,-1.02421875e+01,1.17601562e+03,-2.06250000e+00,,-7.48800000e-07,-1.80176983e-03
-7.47200000e-07,-1.01765625e+01,1.17515625e+03,-2.15625000e+00,,-7.47200000e-07,-1.80573738e-03
-7.45600000e-07,-1.01343750e+01,1.17781250e+03,-1.73437500e+00,,-7.45600000e-07,-1.80939876e-03
-7.44000000e-07,-1.02421875e+01,1.17789062e+03,-1.53125000e+00,,-7.44000000e-07,-1.81247585e-03
-7.42400000e-07,-1.01343750e+01,1.17867188e+03,-1.39062500e+00,,-7.42400000e-07,-1.81523000e-03
-7.40800000e-07,-1.01828125e+01,1.17585938e+03,-1.25000000e+00,,-7.40800000e-07,-1.81771710e-03
-7.39200000e-07,-1.01984375e+01,1.17554688e+03,-1.54687500e+00,,-7.39200000e-07,-1.82034774e-03
-7.37600000e-07,-1.00843750e+01,1.17914062e+03,-7.03125000e-01,,-7.37600000e-07,-1.82246580e-03
-7.36000000e-07,-1.01890625e+01,1.17804688e+03,-2.96875000e-01,,-7.36000000e-07,-1.82340888e-03
-7.34400000e-07,-1.01531250e+01,1.17382812e+03,-1.07812500e+00,,-7.34400000e-07,-1.82470109e-03
-7.32800000e-07,-1.01625000e+01,1.17687500e+03,-1.65625000e+00,,-7.32800000e-07,-1.82727282e-03
-7.31200000e-07,-1.01046875e+01,1.17812500e+03,-5.62500000e-01,,-7.31200000e-07,-1.82936236e-03
-7.29600000e-07,-1.01890625e+01,1.17468750e+03,-1.78125000e+00,,-7.29600000e-07,-1.83156645e-03
-7.28000000e-07,-1.02078125e+01,1.17929688e+03,-1.57812500e+00,,-7.28000000e-07,-1.83472922e-03
-7.26400000e-07,-1.01687500e+01,1.17828125e+03,-7.81250000e-01,,-7.26400000e-07,-1.83695450e-03
-7.24800000e-07,-1.01562500e+01,1.17992188e+03,-9.84375000e-01,,-7.24800000e-07,-1.83862017e-03
-7.23200000e-07,-1.00921875e+01,1.17875000e+03,-9.53125000e-01,,-7.23200000e-07,-1.84044812e-03
-7.21600000e-07,-1.01171875e+01,1.18093750e+03,-4.37500000e-01,,-7.21600000e-07,-1.84176024e-03
-7.20000000e-07,-1.01171875e+01,1.17765625e+03,1.56250000e-02,,-7.20000000e-07,-1.84215885e-03
-7.18400000e-07,-1.01062500e+01,1.17609375e+03,-1.26562500e+00,,-7.18400000e-07,-1.84333487e-03
-7.16800000e-07,-1.00718750e+01,1.17781250e+03,-5.62500000e-01,,-7.16800000e-07,-1.84505573e-03
-7.15200000e-07,-1.00625000e+01,1.17703125e+03,-8.28125000e-01,,-7.15200000e-07,-1.84636551e-03
-7.13600000e-07,-1.01687500e+01,1.17757812e+03,-1.32812500e+00,,-7.13600000e-07,-1.84839650e-03
-7.12000000e-07,-1.00734375e+01,1.17906250e+03,-9.21875000e-01,,-7.12000000e-07,-1.85051723e-03
-7.10400000e-07,-1.01687500e+01,1.17789062e+03,-1.42187500e+00,,-7.10400000e-07,-1.85272668e-03
-7.08800000e-07,-1.01531250e+01,1.17703125e+03,-1.48437500e+00,,-7.08800000e-07,-1.85546430e-03
-7.07200000e-07,-1.00187500e+01,1.17562500e+03,-1.10937500e+00,,-7.07200000e-07,-1.85790542e-03
-7.05600000e-07,-1.00953125e+01,1.17578125e+03,-9.37500000e-02,,-7.05600000e-07,-1.85903697e-03
-7.04000000e-07,-1.01265625e+01,1.17453125e+03,-1.26562500e+00,,-7.04000000e-07,-1.86031440e-03
-7.02400000e-07,-1.00875000e+01,1.17523438e+03,-1.06250000e+00,,-7.02400000e-07,-1.86250254e-03
-7.00800000e-07,-1.00718750e+01,1.17765625e+03,-1.73437500e+00,,-7.00800000e-07,-1.86513551e-03
-6.99200000e-07,-1.01093750e+01,1.17757812e+03,-2.29687500e+00,,-6.99200000e-07,-1.86893332e-03
-6.97600000e-07,-1.00843750e+01,1.18070312e+03,-1.40625000e+00,,-6.97600000e-07,-1.87242543e-03
-6.96000000e-07,-1.01234375e+01,1.17617188e+03,-1.35937500e+00,,-6.96000000e-07,-1.87503279e-03
-6.94400000e-07,-1.01546875e+01,1.17703125e+03,-1.60937500e+00,,-6.94400000e-07,-1.87782734e-03
-6.92800000e-07,-1.00640625e+01,1.17664062e+03,-1.10937500e+00,,-6.92800000e-07,-1.88038708e-03
-6.91200000e-07,-1.00546875e+01,1.17882812e+03,-1.39062500e+00,,-6.91200000e-07,-1.88274274e-03
-6.89600000e-07,-1.01453125e+01,1.17351562e+03,-1.25000000e+00,,-6.89600000e-07,-1.88522774e-03
-6.88000000e-07,-1.01406250e+01,1.17484375e+03,-1.10937500e+00,,-6.88000000e-07,-1.88744394e-03
-6.86400000e-07,-1.00046875e+01,1.17976562e+03,-1.37500000e+00,,-6.86400000e-07,-1.88978435e-03
-6.84800000e-07,-1.00750000e+01,1.17976562e+03,-1.39062500e+00,,-6.84800000e-07,-1.89239462e-03
-6.83200000e-07,-1.01593750e+01,1.17773438e+03,-1.46875000e+00,,-6.83200000e-07,-1.89509091e-03
-6.81600000e-07,-1.00265625e+01,1.17492188e+03,-1.43750000e+00,,-6.81600000e-07,-1.89782586e-03
-6.80000000e-07,-1.02328125e+01,1.17945312e+03,-5.00000000e-01,,-6.80000000e-07,-1.89964881e-03
-6.78400000e-07,-1.01375000e+01,1.17710938e+03,-1.04687500e+00,,-6.78400000e-07,-1.90110644e-03
-6.76800000e-07,-1.00281250e+01,1.17742188e+03,-1.07812500e+00,,-6.76800000e-07,-1.90310786e-03
-6.75200000e-07,-1.00953125e+01,1.17796875e+03,-8.59375000e-01,,-6.75200000e-07,-1.90493325e-03
-6.73600000e-07,-1.00921875e+01,1.17718750e+03,-9.84375000e-01,,-6.73600000e-07,-1.90667016e-03
-6.72000000e-07,-1.00890625e+01,1.17640625e+03,-7.50000000e-01,,-6.72000000e-07,-1.90830301e-03
-6.70400000e-07,-1.01078125e+01,1.17554688e+03,0.00000000e+00,,-6.70400000e-07,-1.90900883e-03
