Model,MSO58
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,MATH1
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09,,Sample Interval,1.60000000e-09
Record Length,6250,,Record Length,6250,,Record Length,6250,,Record Length,6250
Zero Index,1262.00000000,,Zero Index,1262.00000000,,Zero Index,1262.00000000,,Zero Index,1262.00000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,A,,Vertical Units,J
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-1.000000,,yPosition,-1.800000,,yPosition,-1.820000,,,

TIME,CH1,CH2,CH3,,TIME,MATH1
3.16320000e-06,1.56125000e+01,1.14945312e+03,4.50671875e+02,,3.16320000e-06,1.44812512e+00
3.16480000e-06,1.56328125e+01,1.14617188e+03,4.50140625e+02,,3.16480000e-06,1.44895232e+00
3.16640000e-06,1.55765625e+01,1.14890625e+03,4.51171875e+02,,3.16640000e-06,1.44977975e+00
3.16800000e-06,1.56234375e+01,1.14875000e+03,4.50531250e+02,,3.16800000e-06,1.45060849e+00
3.16960000e-06,1.56968750e+01,1.14398438e+03,4.49984375e+02,,3.16960000e-06,1.45143437e+00
3.17120000e-06,1.56406250e+01,1.15078125e+03,4.49828125e+02,,3.17120000e-06,1.45226038e+00
3.17280000e-06,1.55750000e+01,1.14843750e+03,4.50796875e+02,,3.17280000e-06,1.45308864e+00
3.17440000e-06,1.56765625e+01,1.14898438e+03,4.49937500e+02,,3.17440000e-06,1.45391643e+00
3.17600000e-06,1.56578125e+01,1.14890625e+03,4.50453125e+02,,3.17600000e-06,1.45474398e+00
3.17760000e-06,1.56593750e+01,1.14539062e+03,4.49593750e+02,,3.17760000e-06,1.45556998e+00
3.17920000e-06,1.56218750e+01,1.14812500e+03,4.49671875e+02,,3.17920000e-06,1.45639503e+00
3.18080000e-06,1.56609375e+01,1.14914062e+03,4.50406250e+02,,3.18080000e-06,1.45722210e+00
3.18240000e-06,1.56140625e+01,1.15140625e+03,4.50109375e+02,,3.18240000e-06,1.45805073e+00
3.18400000e-06,1.56453125e+01,1.14648438e+03,4.50015625e+02,,3.18400000e-06,1.45887804e+00
3.18560000e-06,1.55390625e+01,1.14679688e+03,4.49578125e+02,,3.18560000e-06,1.45970321e+00
3.18720000e-06,1.55984375e+01,1.14960938e+03,4.50125000e+02,,3.18720000e-06,1.46052969e+00
3.18880000e-06,1.56500000e+01,1.15070312e+03,4.50000000e+02,,3.18880000e-06,1.46135795e+00
3.19040000e-06,1.56437500e+01,1.14757812e+03,4.50500000e+02,,3.19040000e-06,1.46218574e+00
3.19200000e-06,1.56109375e+01,1.15015625e+03,4.50625000e+02,,3.19200000e-06,1.46301401e+00
3.19360000e-06,1.56437500e+01,1.14945312e+03,4.50046875e+02,,3.19360000e-06,1.46384251e+00
3.19520000e-06,1.56203125e+01,1.14867188e+03,4.49828125e+02,,3.19520000e-06,1.46466970e+00
3.19680000e-06,1.55750000e+01,1.15125000e+03,4.50390625e+02,,3.19680000e-06,1.46549785e+00
3.19840000e-06,1.56125000e+01,1.15054688e+03,4.50656250e+02,,3.19840000e-06,1.46632743e+00
3.20000000e-06,1.56171875e+01,1.14765625e+03,4.50187500e+02,,3.20000000e-06,1.46715558e+00
3.20160000e-06,1.56625000e+01,1.14539062e+03,4.50234375e+02,,3.20160000e-06,1.46798146e+00
3.20320000e-06,1.56234375e+01,1.15046875e+03,4.50906250e+02,,3.20320000e-06,1.46880901e+00
3.20480000e-06,1.56796875e+01,1.14851562e+03,4.50046875e+02,,3.20480000e-06,1.46963751e+00
3.20640000e-06,1.56921875e+01,1.14820312e+03,4.50453125e+02,,3.20640000e-06,1.47046483e+00
3.20800000e-06,1.56187500e+01,1.15054688e+03,4.50265625e+02,,3.20800000e-06,1.47129309e+00
3.20960000e-06,1.56312500e+01,1.14710938e+03,4.49781250e+02,,3.20960000e-06,1.47212029e+00
3.21120000e-06,1.55734375e+01,1.14953125e+03,4.50765625e+02,,3.21120000e-06,1.47294760e+00
3.21280000e-06,1.56140625e+01,1.14773438e+03,4.50250000e+02,,3.21280000e-06,1.47377551e+00
3.21440000e-06,1.56671875e+01,1.14875000e+03,4.50390625e+02,,3.21440000e-06,1.47460282e+00
3.21600000e-06,1.56156250e+01,1.14625000e+03,4.50125000e+02,,3.21600000e-06,1.47542953e+00
3.21760000e-06,1.56000000e+01,1.15046875e+03,4.50046875e+02,,3.21760000e-06,1.47625649e+00
3.21920000e-06,1.56218750e+01,1.15085938e+03,4.50656250e+02,,3.21920000e-06,1.47708559e+00
3.22080000e-06,1.56187500e+01,1.14750000e+03,4.49531250e+02,,3.22080000e-06,1.47791314e+00
3.22240000e-06,1.56171875e+01,1.15000000e+03,4.50062500e+02,,3.22240000e-06,1.47873986e+00
3.22400000e-06,1.56218750e+01,1.14804688e+03,4.50593750e+02,,3.22400000e-06,1.47956777e+00
3.22560000e-06,1.56031250e+01,1.14617188e+03,4.50500000e+02,,3.22560000e-06,1.48039472e+00
3.22720000e-06,1.55953125e+01,1.14921875e+03,4.50828125e+02,,3.22720000e-06,1.48122227e+00
3.22880000e-06,1.56812500e+01,1.14539062e+03,4.50218750e+02,,3.22880000e-06,1.48204935e+00
3.23040000e-06,1.56468750e+01,1.14882812e+03,4.49281250e+02,,3.23040000e-06,1.48287475e+00
3.23200000e-06,1.56593750e+01,1.14851562e+03,4.50484375e+02,,3.23200000e-06,1.48370159e+00
3.23360000e-06,1.56062500e+01,1.15156250e+03,4.50437500e+02,,3.23360000e-06,1.48453045e+00
3.23520000e-06,1.56609375e+01,1.14968750e+03,4.50296875e+02,,3.23520000e-06,1.48535955e+00
3.23680000e-06,1.56156250e+01,1.14546875e+03,4.50328125e+02,,3.23680000e-06,1.48618639e+00
3.23840000e-06,1.56343750e+01,1.14773438e+03,4.50546875e+02,,3.23840000e-06,1.48701274e+00
3.24000000e-06,1.56328125e+01,1.14914062e+03,4.50515625e+02,,3.24000000e-06,1.48784065e+00
3.24160000e-06,1.56281250e+01,1.14437500e+03,4.50140625e+02,,3.24160000e-06,1.48866689e+00
3.24320000e-06,1.56609375e+01,1.15023438e+03,4.50484375e+02,,3.24320000e-06,1.48949349e+00
3.24480000e-06,1.56515625e+01,1.15062500e+03,4.51062500e+02,,3.24480000e-06,1.49032319e+00
3.24640000e-06,1.56109375e+01,1.15023438e+03,4.50062500e+02,,3.24640000e-06,1.49115252e+00
3.24800000e-06,1.55437500e+01,1.14507812e+03,4.50437500e+02,,3.24800000e-06,1.49197924e+00
3.24960000e-06,1.57125000e+01,1.15164062e+03,4.51062500e+02,,3.24960000e-06,1.49280739e+00
3.25120000e-06,1.55281250e+01,1.14968750e+03,4.50234375e+02,,3.25120000e-06,1.49363708e+00
3.25280000e-06,1.55671875e+01,1.14765625e+03,4.49828125e+02,,3.25280000e-06,1.49446416e+00
3.25440000e-06,1.56046875e+01,1.15156250e+03,4.50843750e+02,,3.25440000e-06,1.49529254e+00
3.25600000e-06,1.55843750e+01,1.14835938e+03,4.49531250e+02,,3.25600000e-06,1.49612081e+00
3.25760000e-06,1.56703125e+01,1.14664062e+03,4.50046875e+02,,3.25760000e-06,1.49694657e+00
3.25920000e-06,1.56296875e+01,1.14804688e+03,4.50093750e+02,,3.25920000e-06,1.49777281e+00
3.26080000e-06,1.56390625e+01,1.15242188e+03,4.49687500e+02,,3.26080000e-06,1.49860072e+00
3.26240000e-06,1.56984375e+01,1.15335938e+03,4.50640625e+02,,3.26240000e-06,1.49943113e+00
3.26400000e-06,1.55656250e+01,1.15257812e+03,4.50234375e+02,,3.26400000e-06,1.50026202e+00
3.26560000e-06,1.55468750e+01,1.15273438e+03,4.50625000e+02,,3.26560000e-06,1.50109267e+00
3.26720000e-06,1.55421875e+01,1.15031250e+03,4.50546875e+02,,3.26720000e-06,1.50192285e+00
3.26880000e-06,1.55968750e+01,1.15257812e+03,4.50187500e+02,,3.26880000e-06,1.50275254e+00
3.27040000e-06,1.56343750e+01,1.15296875e+03,4.49906250e+02,,3.27040000e-06,1.50358260e+00
3.27200000e-06,1.55343750e+01,1.14984375e+03,4.50031250e+02,,3.27200000e-06,1.50441158e+00
3.27360000e-06,1.55515625e+01,1.15335938e+03,4.50515625e+02,,3.27360000e-06,1.50524127e+00
3.27520000e-06,1.56046875e+01,1.15437500e+03,4.49750000e+02,,3.27520000e-06,1.50607228e+00
3.27680000e-06,1.55687500e+01,1.14914062e+03,4.50421875e+02,,3.27680000e-06,1.50690174e+00
3.27840000e-06,1.55078125e+01,1.15101562e+03,4.50656250e+02,,3.27840000e-06,1.50773084e+00
3.28000000e-06,1.54765625e+01,1.15687500e+03,4.50500000e+02,,3.28000000e-06,1.50856280e+00
3.28160000e-06,1.56140625e+01,1.14984375e+03,4.50046875e+02,,3.28160000e-06,1.50939369e+00
3.28320000e-06,1.55796875e+01,1.15132812e+03,4.49968750e+02,,3.28320000e-06,1.51022208e+00
3.28480000e-06,1.55687500e+01,1.15320312e+03,4.50046875e+02,,3.28480000e-06,1.51105177e+00
3.28640000e-06,1.56593750e+01,1.15484375e+03,4.50218750e+02,,3.28640000e-06,1.51188290e+00
3.28800000e-06,1.56140625e+01,1.15093750e+03,4.50156250e+02,,3.28800000e-06,1.51271331e+00
3.28960000e-06,1.56187500e+01,1.15023438e+03,4.50406250e+02,,3.28960000e-06,1.51354229e+00
3.29120000e-06,1.56281250e+01,1.15015625e+03,4.49984375e+02,,3.29120000e-06,1.51437080e+00
3.29280000e-06,1.56437500e+01,1.14937500e+03,4.50343750e+02,,3.29280000e-06,1.51519895e+00
3.29440000e-06,1.56562500e+01,1.15195312e+03,4.50468750e+02,,3.29440000e-06,1.51602817e+00
3.29600000e-06,1.56265625e+01,1.14726562e+03,4.49718750e+02,,3.29600000e-06,1.51685607e+00
3.29760000e-06,1.56546875e+01,1.15109375e+03,4.50156250e+02,,3.29760000e-06,1.51768339e+00
3.29920000e-06,1.56031250e+01,1.14625000e+03,4.50609375e+02,,3.29920000e-06,1.51851118e+00
3.30080000e-06,1.56015625e+01,1.15578125e+03,4.49750000e+02,,3.30080000e-06,1.51934028e+00
3.30240000e-06,1.56468750e+01,1.15062500e+03,4.49812500e+02,,3.30240000e-06,1.52017021e+00
3.30400000e-06,1.55703125e+01,1.14781250e+03,4.49796875e+02,,3.30400000e-06,1.52099729e+00
3.30560000e-06,1.55875000e+01,1.14968750e+03,4.49890625e+02,,3.30560000e-06,1.52182412e+00
3.30720000e-06,1.55890625e+01,1.15250000e+03,4.49250000e+02,,3.30720000e-06,1.52265215e+00
3.30880000e-06,1.56500000e+01,1.14804688e+03,4.49984375e+02,,3.30880000e-06,1.52347958e+00
3.31040000e-06,1.55750000e+01,1.14992188e+03,4.50234375e+02,,3.31040000e-06,1.52430701e+00
3.31200000e-06,1.55171875e+01,1.14960938e+03,4.49531250e+02,,3.31200000e-06,1.52513468e+00
3.31360000e-06,1.54890625e+01,1.14773438e+03,4.50593750e+02,,3.31360000e-06,1.52596188e+00
3.31520000e-06,1.55953125e+01,1.14968750e+03,4.49968750e+02,,3.31520000e-06,1.52678943e+00
3.31680000e-06,1.55906250e+01,1.15226562e+03,4.49000000e+02,,3.31680000e-06,1.52761722e+00
3.31840000e-06,1.56015625e+01,1.14539062e+03,4.49578125e+02,,3.31840000e-06,1.52844310e+00
3.32000000e-06,1.56250000e+01,1.15015625e+03,4.50218750e+02,,3.32000000e-06,1.52926934e+00
3.32160000e-06,1.56687500e+01,1.15250000e+03,4.50140625e+02,,3.32160000e-06,1.53009868e+00
3.32320000e-06,1.55609375e+01,1.15007812e+03,4.48906250e+02,,3.32320000e-06,1.53092670e+00
3.32480000e-06,1.55812500e+01,1.15156250e+03,4.49750000e+02,,3.32480000e-06,1.53175402e+00
3.32640000e-06,1.55734375e+01,1.15210938e+03,4.50406250e+02,,3.32640000e-06,1.53258348e+00
3.32800000e-06,1.55734375e+01,1.15335938e+03,4.49484375e+02,,3.32800000e-06,1.53341329e+00
3.32960000e-06,1.55421875e+01,1.14882812e+03,4.48625000e+02,,3.32960000e-06,1.53424037e+00
3.33120000e-06,1.55406250e+01,1.15351562e+03,4.50593750e+02,,3.33120000e-06,1.53506851e+00
3.33280000e-06,1.55750000e+01,1.14851562e+03,4.49625000e+02,,3.33280000e-06,1.53589749e+00
3.33440000e-06,1.55703125e+01,1.15218750e+03,4.49328125e+02,,3.33440000e-06,1.53672481e+00
3.33600000e-06,1.56156250e+01,1.15015625e+03,4.49750000e+02,,3.33600000e-06,1.53755283e+00
3.33760000e-06,1.55750000e+01,1.15101562e+03,4.48984375e+02,,3.33760000e-06,1.53838015e+00
3.33920000e-06,1.56296875e+01,1.15031250e+03,4.49625000e+02,,3.33920000e-06,1.53920734e+00
3.34080000e-06,1.55890625e+01,1.15156250e+03,4.49171875e+02,,3.34080000e-06,1.54003489e+00
3.34240000e-06,1.56109375e+01,1.15164062e+03,4.49921875e+02,,3.34240000e-06,1.54086316e+00
3.34400000e-06,1.56031250e+01,1.15234375e+03,4.49234375e+02,,3.34400000e-06,1.54169178e+00
3.34560000e-06,1.56468750e+01,1.15015625e+03,4.49171875e+02,,3.34560000e-06,1.54251921e+00
3.34720000e-06,1.56156250e+01,1.14976562e+03,4.49937500e+02,,3.34720000e-06,1.54334641e+00
3.34880000e-06,1.55937500e+01,1.15234375e+03,4.49625000e+02,,3.34880000e-06,1.54417479e+00
3.35040000e-06,1.56218750e+01,1.14851562e+03,4.50484375e+02,,3.35040000e-06,1.54500318e+00
3.35200000e-06,1.56015625e+01,1.15054688e+03,4.49828125e+02,,3.35200000e-06,1.54583108e+00
3.35360000e-06,1.55921875e+01,1.15242188e+03,4.49609375e+02,,3.35360000e-06,1.54665959e+00
3.35520000e-06,1.56109375e+01,1.15015625e+03,4.49812500e+02,,3.35520000e-06,1.54748797e+00
3.35680000e-06,1.55750000e+01,1.14867188e+03,4.49421875e+02,,3.35680000e-06,1.54831481e+00
3.35840000e-06,1.56515625e+01,1.15054688e+03,4.49656250e+02,,3.35840000e-06,1.54914165e+00
3.36000000e-06,1.56031250e+01,1.15000000e+03,4.49843750e+02,,3.36000000e-06,1.54996943e+00
3.36160000e-06,1.55968750e+01,1.15367188e+03,4.50562500e+02,,3.36160000e-06,1.55079913e+00
3.36320000e-06,1.55687500e+01,1.14976562e+03,4.49703125e+02,,3.36320000e-06,1.55162859e+00
3.36480000e-06,1.55984375e+01,1.15179688e+03,4.49625000e+02,,3.36480000e-06,1.55245650e+00
3.36640000e-06,1.55875000e+01,1.14976562e+03,4.50234375e+02,,3.36640000e-06,1.55328488e+00
3.36800000e-06,1.55750000e+01,1.15296875e+03,4.49781250e+02,,3.36800000e-06,1.55411386e+00
3.36960000e-06,1.56437500e+01,1.15156250e+03,4.49328125e+02,,3.36960000e-06,1.55494273e+00
3.37120000e-06,1.55796875e+01,1.15101562e+03,4.49171875e+02,,3.37120000e-06,1.55577028e+00
3.37280000e-06,1.55843750e+01,1.15109375e+03,4.49671875e+02,,3.37280000e-06,1.55659795e+00
3.37440000e-06,1.56578125e+01,1.14976562e+03,4.49296875e+02,,3.37440000e-06,1.55742526e+00
3.37600000e-06,1.56062500e+01,1.14960938e+03,4.48625000e+02,,3.37600000e-06,1.55825114e+00
3.37760000e-06,1.55625000e+01,1.15109375e+03,4.49093750e+02,,3.37760000e-06,1.55907726e+00
3.37920000e-06,1.56828125e+01,1.15039062e+03,4.49734375e+02,,3.37920000e-06,1.55990469e+00
3.38080000e-06,1.55390625e+01,1.15375000e+03,4.49218750e+02,,3.38080000e-06,1.56073320e+00
3.38240000e-06,1.55453125e+01,1.15312500e+03,4.49218750e+02,,3.38240000e-06,1.56156218e+00
3.38400000e-06,1.55687500e+01,1.14859375e+03,4.49281250e+02,,3.38400000e-06,1.56238937e+00
3.38560000e-06,1.56046875e+01,1.15218750e+03,4.49687500e+02,,3.38560000e-06,1.56321669e+00
3.38720000e-06,1.55734375e+01,1.15460938e+03,4.49000000e+02,,3.38720000e-06,1.56404591e+00
3.38880000e-06,1.56031250e+01,1.14937500e+03,4.50250000e+02,,3.38880000e-06,1.56487465e+00
3.39040000e-06,1.56062500e+01,1.14875000e+03,4.50468750e+02,,3.39040000e-06,1.56570268e+00
3.39200000e-06,1.55937500e+01,1.15187500e+03,4.50156250e+02,,3.39200000e-06,1.56653142e+00
3.39360000e-06,1.55343750e+01,1.15023438e+03,4.49765625e+02,,3.39360000e-06,1.56736016e+00
3.39520000e-06,1.55578125e+01,1.14960938e+03,4.50062500e+02,,3.39520000e-06,1.56818795e+00
3.39680000e-06,1.56046875e+01,1.15031250e+03,4.50109375e+02,,3.39680000e-06,1.56901610e+00
3.39840000e-06,1.56515625e+01,1.15015625e+03,4.50281250e+02,,3.39840000e-06,1.56984460e+00
3.40000000e-06,1.56156250e+01,1.14695312e+03,4.49671875e+02,,3.40000000e-06,1.57067156e+00
3.40160000e-06,1.56437500e+01,1.14898438e+03,4.50453125e+02,,3.40160000e-06,1.57149816e+00
3.40320000e-06,1.55343750e+01,1.14828125e+03,4.50156250e+02,,3.40320000e-06,1.57232571e+00
3.40480000e-06,1.55609375e+01,1.15484375e+03,4.49671875e+02,,3.40480000e-06,1.57315469e+00
3.40640000e-06,1.56375000e+01,1.15156250e+03,4.49828125e+02,,3.40640000e-06,1.57398450e+00
3.40800000e-06,1.55203125e+01,1.15367188e+03,4.49484375e+02,,3.40800000e-06,1.57481372e+00
3.40960000e-06,1.55796875e+01,1.15195312e+03,4.50015625e+02,,3.40960000e-06,1.57564330e+00
3.41120000e-06,1.55796875e+01,1.15171875e+03,4.49250000e+02,,3.41120000e-06,1.57647192e+00
3.41280000e-06,1.55562500e+01,1.14929688e+03,4.49328125e+02,,3.41280000e-06,1.57729900e+00
3.41440000e-06,1.56078125e+01,1.15273438e+03,4.50000000e+02,,3.41440000e-06,1.57812715e+00
3.41600000e-06,1.55875000e+01,1.15437500e+03,4.49125000e+02,,3.41600000e-06,1.57895684e+00
3.41760000e-06,1.55984375e+01,1.15492188e+03,4.48546875e+02,,3.41760000e-06,1.57978606e+00
3.41920000e-06,1.55500000e+01,1.15101562e+03,4.49265625e+02,,3.41920000e-06,1.58061421e+00
3.42080000e-06,1.55562500e+01,1.15195312e+03,4.49015625e+02,,3.42080000e-06,1.58144164e+00
3.42240000e-06,1.55953125e+01,1.15335938e+03,4.49093750e+02,,3.42240000e-06,1.58226979e+00
3.42400000e-06,1.55843750e+01,1.15328125e+03,4.49437500e+02,,3.42400000e-06,1.58309877e+00
3.42560000e-06,1.56312500e+01,1.15296875e+03,4.49234375e+02,,3.42560000e-06,1.58392775e+00
3.42720000e-06,1.55531250e+01,1.15109375e+03,4.49328125e+02,,3.42720000e-06,1.58475590e+00
3.42880000e-06,1.55625000e+01,1.15296875e+03,4.49593750e+02,,3.42880000e-06,1.58558440e+00
3.43040000e-06,1.55015625e+01,1.15625000e+03,4.48921875e+02,,3.43040000e-06,1.58641434e+00
3.43200000e-06,1.55390625e+01,1.15109375e+03,4.49687500e+02,,3.43200000e-06,1.58724368e+00
3.43360000e-06,1.55875000e+01,1.15437500e+03,4.49296875e+02,,3.43360000e-06,1.58807266e+00
3.43520000e-06,1.56000000e+01,1.14960938e+03,4.49296875e+02,,3.43520000e-06,1.58890080e+00
3.43680000e-06,1.54921875e+01,1.14843750e+03,4.49828125e+02,,3.43680000e-06,1.58972728e+00
3.43840000e-06,1.55578125e+01,1.15265625e+03,4.49828125e+02,,3.43840000e-06,1.59055531e+00
3.44000000e-06,1.55500000e+01,1.15218750e+03,4.49875000e+02,,3.44000000e-06,1.59138477e+00
3.44160000e-06,1.56046875e+01,1.15093750e+03,4.49281250e+02,,3.44160000e-06,1.59221315e+00
3.44320000e-06,1.56046875e+01,1.15054688e+03,4.50250000e+02,,3.44320000e-06,1.59304130e+00
3.44480000e-06,1.55968750e+01,1.15007812e+03,4.49187500e+02,,3.44480000e-06,1.59386897e+00
3.44640000e-06,1.55156250e+01,1.14804688e+03,4.49343750e+02,,3.44640000e-06,1.59469497e+00
3.44800000e-06,1.55781250e+01,1.15398438e+03,4.50109375e+02,,3.44800000e-06,1.59552324e+00
3.44960000e-06,1.56750000e+01,1.15210938e+03,4.50062500e+02,,3.44960000e-06,1.59635365e+00
3.45120000e-06,1.56031250e+01,1.15210938e+03,4.50093750e+02,,3.45120000e-06,1.59718335e+00
3.45280000e-06,1.56140625e+01,1.14867188e+03,4.50046875e+02,,3.45280000e-06,1.59801173e+00
3.45440000e-06,1.56968750e+01,1.15078125e+03,4.50312500e+02,,3.45440000e-06,1.59883988e+00
3.45600000e-06,1.57171875e+01,1.15320312e+03,4.48890625e+02,,3.45600000e-06,1.59966862e+00
3.45760000e-06,1.56375000e+01,1.15062500e+03,4.49328125e+02,,3.45760000e-06,1.60049641e+00
3.45920000e-06,1.55078125e+01,1.15132812e+03,4.50203125e+02,,3.45920000e-06,1.60132468e+00
3.46080000e-06,1.55812500e+01,1.15210938e+03,4.49593750e+02,,3.46080000e-06,1.60215378e+00
3.46240000e-06,1.56453125e+01,1.15000000e+03,4.49437500e+02,,3.46240000e-06,1.60298169e+00
3.46400000e-06,1.55906250e+01,1.15000000e+03,4.48750000e+02,,3.46400000e-06,1.60380805e+00
3.46560000e-06,1.56125000e+01,1.15273438e+03,4.49390625e+02,,3.46560000e-06,1.60463536e+00
3.46720000e-06,1.55781250e+01,1.15140625e+03,4.48843750e+02,,3.46720000e-06,1.60546327e+00
3.46880000e-06,1.55656250e+01,1.14718750e+03,4.49656250e+02,,3.46880000e-06,1.60628939e+00
3.47040000e-06,1.56515625e+01,1.14773438e+03,4.49343750e+02,,3.47040000e-06,1.60711467e+00
3.47200000e-06,1.55812500e+01,1.15093750e+03,4.48546875e+02,,3.47200000e-06,1.60794020e+00
3.47360000e-06,1.55796875e+01,1.15125000e+03,4.49500000e+02,,3.47360000e-06,1.60876715e+00
3.47520000e-06,1.56062500e+01,1.15468750e+03,4.49125000e+02,,3.47520000e-06,1.60959601e+00
3.47680000e-06,1.55984375e+01,1.15625000e+03,4.48656250e+02,,3.47680000e-06,1.61042595e+00
3.47840000e-06,1.55843750e+01,1.15414062e+03,4.49031250e+02,,3.47840000e-06,1.61125553e+00
3.48000000e-06,1.56093750e+01,1.15343750e+03,4.49265625e+02,,3.48000000e-06,1.61208463e+00
3.48160000e-06,1.55843750e+01,1.15281250e+03,4.49281250e+02,,3.48160000e-06,1.61291349e+00
3.48320000e-06,1.55921875e+01,1.15507812e+03,4.50140625e+02,,3.48320000e-06,1.61374378e+00
3.48480000e-06,1.56281250e+01,1.15453125e+03,4.49890625e+02,,3.48480000e-06,1.61457527e+00
3.48640000e-06,1.56187500e+01,1.15328125e+03,4.49062500e+02,,3.48640000e-06,1.61540508e+00
3.48800000e-06,1.55718750e+01,1.15085938e+03,4.49531250e+02,,3.48800000e-06,1.61623323e+00
3.48960000e-06,1.55359375e+01,1.15312500e+03,4.49250000e+02,,3.48960000e-06,1.61706150e+00
3.49120000e-06,1.55640625e+01,1.15164062e+03,4.48234375e+02,,3.49120000e-06,1.61788893e+00
3.49280000e-06,1.55421875e+01,1.15031250e+03,4.48109375e+02,,3.49280000e-06,1.61871421e+00
3.49440000e-06,1.55750000e+01,1.15382812e+03,4.48703125e+02,,3.49440000e-06,1.61954081e+00
3.49600000e-06,1.55062500e+01,1.15289062e+03,4.48421875e+02,,3.49600000e-06,1.62036860e+00
3.49760000e-06,1.54890625e+01,1.15242188e+03,4.48609375e+02,,3.49760000e-06,1.62119579e+00
3.49920000e-06,1.55281250e+01,1.15398438e+03,4.49031250e+02,,3.49920000e-06,1.62202394e+00
3.50080000e-06,1.55515625e+01,1.15390625e+03,4.48796875e+02,,3.50080000e-06,1.62285280e+00
3.50240000e-06,1.55609375e+01,1.15164062e+03,4.48718750e+02,,3.50240000e-06,1.62368047e+00
3.50400000e-06,1.55390625e+01,1.15585938e+03,4.49031250e+02,,3.50400000e-06,1.62450910e+00
3.50560000e-06,1.55125000e+01,1.15085938e+03,4.48343750e+02,,3.50560000e-06,1.62533712e+00
3.50720000e-06,1.55812500e+01,1.15476562e+03,4.48359375e+02,,3.50720000e-06,1.62616408e+00
3.50880000e-06,1.55531250e+01,1.15187500e+03,4.48687500e+02,,3.50880000e-06,1.62699175e+00
3.51040000e-06,1.55453125e+01,1.15132812e+03,4.48843750e+02,,3.51040000e-06,1.62781858e+00
3.51200000e-06,1.55468750e+01,1.15367188e+03,4.48531250e+02,,3.51200000e-06,1.62864602e+00
3.51360000e-06,1.55562500e+01,1.14828125e+03,4.49187500e+02,,3.51360000e-06,1.62947261e+00
3.51520000e-06,1.56187500e+01,1.15289062e+03,4.48968750e+02,,3.51520000e-06,1.63029933e+00
3.51680000e-06,1.56234375e+01,1.15140625e+03,4.48578125e+02,,3.51680000e-06,1.63112664e+00
3.51840000e-06,1.55453125e+01,1.15101562e+03,4.48406250e+02,,3.51840000e-06,1.63195276e+00
3.52000000e-06,1.54796875e+01,1.15156250e+03,4.48656250e+02,,3.52000000e-06,1.63277900e+00
3.52160000e-06,1.55421875e+01,1.15562500e+03,4.48937500e+02,,3.52160000e-06,1.63360739e+00
3.52320000e-06,1.55671875e+01,1.15390625e+03,4.47890625e+02,,3.52320000e-06,1.63443589e+00
3.52480000e-06,1.55921875e+01,1.15304688e+03,4.49328125e+02,,3.52480000e-06,1.63526380e+00
3.52640000e-06,1.56296875e+01,1.15695312e+03,4.48515625e+02,,3.52640000e-06,1.63609338e+00
3.52800000e-06,1.55718750e+01,1.14953125e+03,4.48328125e+02,,3.52800000e-06,1.63692081e+00
3.52960000e-06,1.54781250e+01,1.15328125e+03,4.48140625e+02,,3.52960000e-06,1.63774657e+00
3.53120000e-06,1.55984375e+01,1.15546875e+03,4.48906250e+02,,3.53120000e-06,1.63857496e+00
3.53280000e-06,1.55406250e+01,1.15421875e+03,4.48140625e+02,,3.53280000e-06,1.63940370e+00
3.53440000e-06,1.54781250e+01,1.15406250e+03,4.47953125e+02,,3.53440000e-06,1.64023113e+00
3.53600000e-06,1.55078125e+01,1.15359375e+03,4.48671875e+02,,3.53600000e-06,1.64105880e+00
3.53760000e-06,1.55390625e+01,1.15359375e+03,4.47390625e+02,,3.53760000e-06,1.64188576e+00
3.53920000e-06,1.55546875e+01,1.15242188e+03,4.48984375e+02,,3.53920000e-06,1.64271259e+00
3.54080000e-06,1.56234375e+01,1.15234375e+03,4.48312500e+02,,3.54080000e-06,1.64353979e+00
3.54240000e-06,1.56234375e+01,1.15554688e+03,4.48250000e+02,,3.54240000e-06,1.64436746e+00
3.54400000e-06,1.55437500e+01,1.15281250e+03,4.48343750e+02,,3.54400000e-06,1.64519536e+00
3.54560000e-06,1.55984375e+01,1.15328125e+03,4.48406250e+02,,3.54560000e-06,1.64602256e+00
3.54720000e-06,1.55546875e+01,1.15031250e+03,4.48640625e+02,,3.54720000e-06,1.64684916e+00
3.54880000e-06,1.54859375e+01,1.15125000e+03,4.48515625e+02,,3.54880000e-06,1.64767516e+00
3.55040000e-06,1.56390625e+01,1.15257812e+03,4.48343750e+02,,3.55040000e-06,1.64850163e+00
3.55200000e-06,1.56015625e+01,1.15460938e+03,4.47656250e+02,,3.55200000e-06,1.64932859e+00
3.55360000e-06,1.56265625e+01,1.15203125e+03,4.47687500e+02,,3.55360000e-06,1.65015471e+00
